,state,county,dc,dcV,pop,popV,aadc,aadcV,dcC,dcCV,good,fips,county_lower,test,county_lookup,geojson_lookup,pct_mortality
720,INDIANA,MONROE,4.0,VALID,240936.0,VALID,2.4,UNRELIABLE,1.7,UNRELIABLE,1,18,Monroe,True,Monroe|18,222,1.660191918185742e-05
721,INDIANA,MONTGOMERY,3.0,VALID,84667.0,VALID,3.2,UNRELIABLE,3.5,UNRELIABLE,1,18,Montgomery,True,Montgomery|18,164,3.543293136641194e-05
722,INDIANA,MORGAN,6.0,VALID,133235.0,VALID,5.0,UNRELIABLE,4.5,UNRELIABLE,1,18,Morgan,True,Morgan|18,503,4.503321199384546e-05
723,INDIANA,NEWTON,2.0,VALID,33356.0,VALID,5.5,UNRELIABLE,6.0,UNRELIABLE,1,18,Newton,True,Newton|18,1070,5.99592277251469e-05
724,INDIANA,NOBLE,2.0,VALID,90714.0,VALID,2.4,UNRELIABLE,2.2,UNRELIABLE,1,18,Noble,True,Noble|18,133,2.204731353484578e-05
725,INDIANA,OHIO,0.0,VALID,12775.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,18,Ohio,True,Ohio|18,2263,0.0
726,INDIANA,ORANGE,4.0,VALID,44651.0,VALID,6.7,UNRELIABLE,9.0,UNRELIABLE,1,18,Orange,True,Orange|18,1013,8.958365994042686e-05
727,INDIANA,OWEN,3.0,VALID,40379.0,VALID,6.4,UNRELIABLE,7.4,UNRELIABLE,1,18,Owen,True,Owen|18,1664,7.429604497387256e-05
728,INDIANA,PARKE,3.0,VALID,37657.0,VALID,5.8,UNRELIABLE,8.0,UNRELIABLE,1,18,Parke,True,Parke|18,428,7.966646307459437e-05
729,INDIANA,PERRY,6.0,VALID,47305.0,VALID,10.0,UNRELIABLE,12.7,UNRELIABLE,1,18,Perry,True,Perry|18,1254,0.00012683648662932038
730,INDIANA,PIKE,2.0,VALID,31435.0,VALID,5.6,UNRELIABLE,6.4,UNRELIABLE,1,18,Pike,True,Pike|18,1212,6.362334976936535e-05
731,INDIANA,PORTER,16.0,VALID,300062.0,VALID,6.8,UNRELIABLE,5.3,UNRELIABLE,1,18,Porter,True,Porter|18,2260,5.332231338856636e-05
732,INDIANA,POSEY,4.0,VALID,63798.0,VALID,6.2,UNRELIABLE,6.3,UNRELIABLE,1,18,Posey,True,Posey|18,1183,6.269789021599424e-05
733,INDIANA,PULASKI,1.0,VALID,31377.0,VALID,2.6,UNRELIABLE,3.2,UNRELIABLE,1,18,Pulaski,True,Pulaski|18,1056,3.1870478375880424e-05
734,INDIANA,PUTNAM,8.0,VALID,71879.0,VALID,11.1,UNRELIABLE,11.1,UNRELIABLE,1,18,Putnam,True,Putnam|18,2733,0.00011129815384187315
735,INDIANA,RANDOLPH,5.0,VALID,67051.0,VALID,6.7,UNRELIABLE,7.5,UNRELIABLE,1,18,Randolph,True,Randolph|18,2706,7.457010335416325e-05
736,INDIANA,RIPLEY,5.0,VALID,59249.0,VALID,7.7,UNRELIABLE,8.4,UNRELIABLE,1,18,Ripley,True,Ripley|18,671,8.438960995122281e-05
737,INDIANA,RUSH,2.0,VALID,43540.0,VALID,4.9,UNRELIABLE,4.6,UNRELIABLE,1,18,Rush,True,Rush|18,74,4.593477262287552e-05
738,INDIANA,SAINT.JOSEPH,41.0,VALID,524530.0,VALID,6.9,VALID,7.8,VALID,1,18,St. Joseph,True,St. Joseph|18,430,7.816521457304635e-05
739,INDIANA,SCOTT,7.0,VALID,50441.0,VALID,15.0,UNRELIABLE,13.9,UNRELIABLE,1,18,Scott,True,Scott|18,2696,0.00013877599571776928
740,INDIANA,SHELBY,11.0,VALID,95852.0,VALID,11.5,UNRELIABLE,11.5,UNRELIABLE,1,18,Shelby,True,Shelby|18,46,0.000114760255393732
741,INDIANA,SPENCER,1.0,VALID,48735.0,VALID,2.0,UNRELIABLE,2.1,UNRELIABLE,1,18,Spencer,True,Spencer|18,3176,2.0519134092541295e-05
742,INDIANA,STARKE,2.0,VALID,53430.0,VALID,3.6,UNRELIABLE,3.7,UNRELIABLE,1,18,Starke,True,Starke|18,646,3.743215422047539e-05
743,INDIANA,STEUBEN,2.0,VALID,65322.0,VALID,3.1,UNRELIABLE,3.1,UNRELIABLE,1,18,Steuben,True,Steuben|18,1316,3.0617556106671565e-05
744,INDIANA,SULLIVAN,3.0,VALID,46415.0,VALID,5.7,UNRELIABLE,6.5,UNRELIABLE,1,18,Sullivan,True,Sullivan|18,2403,6.463427771194657e-05
745,INDIANA,SWITZERLAND,1.0,VALID,18265.0,VALID,4.3,UNRELIABLE,5.5,UNRELIABLE,1,18,Switzerland,True,Switzerland|18,1856,5.474952094169176e-05
746,INDIANA,TIPPECANOE,17.0,VALID,304902.0,VALID,7.6,UNRELIABLE,5.6,UNRELIABLE,1,18,Tippecanoe,True,Tippecanoe|18,15,5.5755619838505484e-05
747,INDIANA,TIPTON,2.0,VALID,39171.0,VALID,4.6,UNRELIABLE,5.1,UNRELIABLE,1,18,Tipton,True,Tipton|18,504,5.1058180797018203e-05
748,INDIANA,UNION,0.0,VALID,16853.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,18,Union,True,Union|18,3087,0.0
749,INDIANA,VANDERBURGH,32.0,VALID,359873.0,VALID,7.7,VALID,8.9,VALID,1,18,Vanderburgh,True,Vanderburgh|18,1737,8.892025797989847e-05
750,INDIANA,VERMILLION,7.0,VALID,40781.0,VALID,12.4,UNRELIABLE,17.2,UNRELIABLE,1,18,Vermillion,True,Vermillion|18,1695,0.00017164856183026408
751,INDIANA,VIGO,11.0,VALID,243467.0,VALID,4.3,UNRELIABLE,4.5,UNRELIABLE,1,18,Vigo,True,Vigo|18,2672,4.5180661034144256e-05
752,INDIANA,WABASH,1.0,VALID,83457.0,VALID,0.9,UNRELIABLE,1.2,UNRELIABLE,1,18,Wabash,True,Wabash|18,3122,1.1982218387912338e-05
753,INDIANA,WARREN,0.0,VALID,20279.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,18,Warren,True,Warren|18,753,0.0
754,INDIANA,WARRICK,5.0,VALID,108066.0,VALID,5.2,UNRELIABLE,4.6,UNRELIABLE,1,18,Warrick,True,Warrick|18,1340,4.6268021394333094e-05
755,INDIANA,WASHINGTON,1.0,VALID,57705.0,VALID,1.4,UNRELIABLE,1.7,UNRELIABLE,1,18,Washington,True,Washington|18,3207,1.7329520838748808e-05
756,INDIANA,WAYNE,9.0,VALID,162464.0,VALID,4.7,UNRELIABLE,5.5,UNRELIABLE,1,18,Wayne,True,Wayne|18,1174,5.539688792594051e-05
757,INDIANA,WELLS,4.0,VALID,61837.0,VALID,6.2,UNRELIABLE,6.5,UNRELIABLE,1,18,Wells,True,Wells|18,497,6.468619111535165e-05
758,INDIANA,WHITE,4.0,VALID,55759.0,VALID,6.1,UNRELIABLE,7.2,UNRELIABLE,1,18,White,True,White|18,1663,7.173729801467028e-05
759,INDIANA,WHITLEY,2.0,VALID,65924.0,VALID,2.8,UNRELIABLE,3.0,UNRELIABLE,1,18,Whitley,True,Whitley|18,951,3.0337964929312543e-05
760,IOWA,ADAIR,1.0,VALID,20809.0,VALID,1.7,UNRELIABLE,4.8,UNRELIABLE,1,19,Adair,True,Adair|19,1982,4.805612955932529e-05
761,IOWA,ADAMS,0.0,VALID,12628.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,19,Adams,True,Adams|19,242,0.0
762,IOWA,ALLAMAKEE,2.0,VALID,34848.0,VALID,4.7,UNRELIABLE,5.7,UNRELIABLE,1,19,Allamakee,True,Allamakee|19,3016,5.73921028466483e-05
763,IOWA,APPANOOSE,2.0,VALID,33063.0,VALID,4.8,UNRELIABLE,6.0,UNRELIABLE,1,19,Appanoose,True,Appanoose|19,2387,6.0490578592384235e-05
764,IOWA,AUDUBON,2.0,VALID,18430.0,VALID,5.1,UNRELIABLE,10.9,UNRELIABLE,1,19,Audubon,True,Audubon|19,488,0.00010851871947911015
765,IOWA,BENTON,3.0,VALID,54454.0,VALID,5.4,UNRELIABLE,5.5,UNRELIABLE,1,19,Benton,True,Benton|19,48,5.5092371542953684e-05
766,IOWA,BLACK.HAWK,19.0,VALID,276675.0,VALID,6.4,UNRELIABLE,6.9,UNRELIABLE,1,19,Black Hawk,True,Black Hawk|19,2193,6.867263034245957e-05
767,IOWA,BOONE,5.0,VALID,59844.0,VALID,6.9,UNRELIABLE,8.4,UNRELIABLE,1,19,Boone,True,Boone|19,1077,8.355056480181807e-05
768,IOWA,BREMER,6.0,VALID,55228.0,VALID,9.0,UNRELIABLE,10.9,UNRELIABLE,1,19,Bremer,True,Bremer|19,711,0.00010864054465126386
769,IOWA,BUCHANAN,1.0,VALID,51433.0,VALID,1.6,UNRELIABLE,1.9,UNRELIABLE,1,19,Buchanan,True,Buchanan|19,246,1.9442770205898938e-05
770,IOWA,BUENA.VISTA,3.0,VALID,48062.0,VALID,5.1,UNRELIABLE,6.2,UNRELIABLE,1,19,Buena Vista,True,Buena Vista|19,2915,6.241937497399193e-05
771,IOWA,BUTLER,5.0,VALID,39353.0,VALID,8.1,UNRELIABLE,12.7,UNRELIABLE,1,19,Butler,True,Butler|19,633,0.00012705511650954184
772,IOWA,CALHOUN,3.0,VALID,27931.0,VALID,4.5,UNRELIABLE,10.7,UNRELIABLE,1,19,Calhoun,True,Calhoun|19,924,0.00010740754000930866
773,IOWA,CARROLL,2.0,VALID,52699.0,VALID,2.9,UNRELIABLE,3.8,UNRELIABLE,1,19,Carroll,True,Carroll|19,2050,3.795138427674149e-05
774,IOWA,CASS,3.0,VALID,37123.0,VALID,6.7,UNRELIABLE,8.1,UNRELIABLE,1,19,Cass,True,Cass|19,427,8.08124343398971e-05
775,IOWA,CEDAR,3.0,VALID,42814.0,VALID,5.3,UNRELIABLE,7.0,UNRELIABLE,1,19,Cedar,True,Cedar|19,134,7.007053767459243e-05
776,IOWA,CERRO.GORDO,8.0,VALID,110876.0,VALID,5.3,UNRELIABLE,7.2,UNRELIABLE,1,19,Cerro Gordo,True,Cerro Gordo|19,829,7.215267506042787e-05
777,IOWA,CHEROKEE,1.0,VALID,35152.0,VALID,3.0,UNRELIABLE,2.8,UNRELIABLE,1,19,Cherokee,True,Cherokee|19,76,2.8447883477469277e-05
778,IOWA,CHICKASAW,3.0,VALID,34229.0,VALID,8.2,UNRELIABLE,8.8,UNRELIABLE,1,19,Chickasaw,True,Chickasaw|19,248,8.764497940342983e-05
779,IOWA,CLARKE,0.0,VALID,19901.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,19,Clarke,True,Clarke|19,845,0.0
780,IOWA,CLAY,1.0,VALID,41634.0,VALID,1.2,UNRELIABLE,2.4,UNRELIABLE,1,19,Clay,True,Clay|19,250,2.401883076331844e-05
781,IOWA,CLAYTON,3.0,VALID,48075.0,VALID,4.1,UNRELIABLE,6.2,UNRELIABLE,1,19,Clayton,True,Clayton|19,2690,6.240249609984399e-05
782,IOWA,CLINTON,8.0,VALID,122621.0,VALID,5.5,UNRELIABLE,6.5,UNRELIABLE,1,19,Clinton,True,Clinton|19,1143,6.524167964704251e-05
783,IOWA,CRAWFORD,4.0,VALID,42733.0,VALID,7.1,UNRELIABLE,9.4,UNRELIABLE,1,19,Crawford,True,Crawford|19,431,9.360447429387125e-05
784,IOWA,DALLAS,2.0,VALID,70259.0,VALID,2.7,UNRELIABLE,2.8,UNRELIABLE,1,19,Dallas,True,Dallas|19,2637,2.8466103986677862e-05
785,IOWA,DAVIS,0.0,VALID,20760.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,19,Davis,True,Davis|19,433,0.0
786,IOWA,DECATUR,2.0,VALID,20432.0,VALID,4.3,UNRELIABLE,9.8,UNRELIABLE,1,19,Decatur,True,Decatur|19,3091,9.788566953797964e-05
787,IOWA,DELAWARE,1.0,VALID,44359.0,VALID,1.5,UNRELIABLE,2.3,UNRELIABLE,1,19,Delaware,True,Delaware|19,2954,2.2543339570323948e-05
788,IOWA,DES.MOINES,5.0,VALID,99266.0,VALID,4.0,UNRELIABLE,5.0,UNRELIABLE,1,19,Des Moines,True,Des Moines|19,2249,5.0369713698547335e-05
789,IOWA,DICKINSON,2.0,VALID,35390.0,VALID,3.3,UNRELIABLE,5.7,UNRELIABLE,1,19,Dickinson,True,Dickinson|19,2917,5.6513139304888384e-05
790,IOWA,DUBUQUE,15.0,VALID,209014.0,VALID,7.0,UNRELIABLE,7.2,UNRELIABLE,1,19,Dubuque,True,Dubuque|19,2494,7.17655276680031e-05
791,IOWA,EMMET,0.0,VALID,28326.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,19,Emmet,True,Emmet|19,279,0.0
792,IOWA,FAYETTE,7.0,VALID,53969.0,VALID,7.8,UNRELIABLE,13.0,UNRELIABLE,1,19,Fayette,True,Fayette|19,437,0.00012970408938464673
793,IOWA,FLOYD,3.0,VALID,42014.0,VALID,4.7,UNRELIABLE,7.1,UNRELIABLE,1,19,Floyd,True,Floyd|19,43,7.140476983862522e-05
794,IOWA,FRANKLIN,3.0,VALID,28519.0,VALID,8.4,UNRELIABLE,10.5,UNRELIABLE,1,19,Franklin,True,Franklin|19,2571,0.00010519302920859777
795,IOWA,FREMONT,1.0,VALID,20282.0,VALID,2.1,UNRELIABLE,4.9,UNRELIABLE,1,19,Fremont,True,Fremont|19,1255,4.9304802287742826e-05
796,IOWA,GREENE,4.0,VALID,25160.0,VALID,10.3,UNRELIABLE,15.9,UNRELIABLE,1,19,Greene,True,Greene|19,1236,0.0001589825119236884
797,IOWA,GRUNDY,3.0,VALID,30174.0,VALID,5.8,UNRELIABLE,9.9,UNRELIABLE,1,19,Grundy,True,Grundy|19,2070,9.942334460131238e-05
798,IOWA,GUTHRIE,2.0,VALID,26548.0,VALID,3.3,UNRELIABLE,7.5,UNRELIABLE,1,19,Guthrie,True,Guthrie|19,280,7.533524182612626e-05
799,IOWA,HAMILTON,4.0,VALID,40069.0,VALID,7.7,UNRELIABLE,10.0,UNRELIABLE,1,19,Hamilton,True,Hamilton|19,441,9.98277970500886e-05
800,IOWA,HANCOCK,2.0,VALID,31600.0,VALID,6.3,UNRELIABLE,6.3,UNRELIABLE,1,19,Hancock,True,Hancock|19,1058,6.329113924050633e-05
801,IOWA,HARDIN,2.0,VALID,47531.0,VALID,2.0,UNRELIABLE,4.2,UNRELIABLE,1,19,Hardin,True,Hardin|19,712,4.2077801855631065e-05
802,IOWA,HARRISON,3.0,VALID,36385.0,VALID,6.0,UNRELIABLE,8.2,UNRELIABLE,1,19,Harrison,True,Harrison|19,1898,8.245155970867116e-05
803,IOWA,HENRY,1.0,VALID,45538.0,VALID,1.9,UNRELIABLE,2.2,UNRELIABLE,1,19,Henry,True,Henry|19,223,2.1959682023804296e-05
804,IOWA,HOWARD,1.0,VALID,24787.0,VALID,3.7,UNRELIABLE,4.0,UNRELIABLE,1,19,Howard,True,Howard|19,3197,4.0343728567394196e-05
805,IOWA,HUMBOLDT,3.0,VALID,26806.0,VALID,10.1,UNRELIABLE,11.2,UNRELIABLE,1,19,Humboldt,True,Humboldt|19,1049,0.00011191524285607699
806,IOWA,IDA,1.0,VALID,20601.0,VALID,2.6,UNRELIABLE,4.9,UNRELIABLE,1,19,Ida,True,Ida|19,1235,4.854133294500267e-05
807,IOWA,IOWA,2.0,VALID,35716.0,VALID,4.6,UNRELIABLE,5.6,UNRELIABLE,1,19,Iowa,True,Iowa|19,135,5.599731212901781e-05
808,IOWA,JACKSON,4.0,VALID,51020.0,VALID,6.5,UNRELIABLE,7.8,UNRELIABLE,1,19,Jackson,True,Jackson|19,1129,7.840062720501764e-05
809,IOWA,JASPER,2.0,VALID,83944.0,VALID,1.9,UNRELIABLE,2.4,UNRELIABLE,1,19,Jasper,True,Jasper|19,256,2.3825407414466787e-05
810,IOWA,JEFFERSON,3.0,VALID,39340.0,VALID,6.5,UNRELIABLE,7.6,UNRELIABLE,1,19,Jefferson,True,Jefferson|19,1038,7.62582613116421e-05
811,IOWA,JOHNSON,6.0,VALID,211756.0,VALID,4.6,UNRELIABLE,2.8,UNRELIABLE,1,19,Johnson,True,Johnson|19,573,2.833449819603695e-05
812,IOWA,JONES,7.0,VALID,48356.0,VALID,13.0,UNRELIABLE,14.5,UNRELIABLE,1,19,Jones,True,Jones|19,562,0.00014475969889982628
813,IOWA,KEOKUK,2.0,VALID,28987.0,VALID,4.8,UNRELIABLE,6.9,UNRELIABLE,1,19,Keokuk,True,Keokuk|19,648,6.899644668299582e-05
814,IOWA,KOSSUTH,4.0,VALID,47202.0,VALID,5.5,UNRELIABLE,8.5,UNRELIABLE,1,19,Kossuth,True,Kossuth|19,2811,8.474217194186687e-05
815,IOWA,LEE,8.0,VALID,93384.0,VALID,7.3,UNRELIABLE,8.6,UNRELIABLE,1,19,Lee,True,Lee|19,3124,8.56677803478112e-05
816,IOWA,LINN,17.0,VALID,389452.0,VALID,4.4,UNRELIABLE,4.4,UNRELIABLE,1,19,Linn,True,Linn|19,2072,4.365107895196327e-05
817,IOWA,LOUISA,0.0,VALID,28689.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,19,Louisa,True,Louisa|19,2505,0.0
818,IOWA,LUCAS,1.0,VALID,22292.0,VALID,2.2,UNRELIABLE,4.5,UNRELIABLE,1,19,Lucas,True,Lucas|19,258,4.485914229319936e-05
819,IOWA,LYON,4.0,VALID,29415.0,VALID,10.3,UNRELIABLE,13.6,UNRELIABLE,1,19,Lyon,True,Lyon|19,1899,0.000135985041645419
820,IOWA,MADISON,2.0,VALID,29726.0,VALID,6.1,UNRELIABLE,6.7,UNRELIABLE,1,19,Madison,True,Madison|19,642,6.728116800107649e-05
821,IOWA,MAHASKA,3.0,VALID,51682.0,VALID,4.9,UNRELIABLE,5.8,UNRELIABLE,1,19,Mahaska,True,Mahaska|19,597,5.804728919159475e-05
822,IOWA,MARION,6.0,VALID,72415.0,VALID,6.2,UNRELIABLE,8.3,UNRELIABLE,1,19,Marion,True,Marion|19,3131,8.28557619277774e-05
823,IOWA,MARSHALL,10.0,VALID,93450.0,VALID,8.6,UNRELIABLE,10.7,UNRELIABLE,1,19,Marshall,True,Marshall|19,716,0.00010700909577314071
824,IOWA,MILLS,2.0,VALID,32590.0,VALID,5.3,UNRELIABLE,6.1,UNRELIABLE,1,19,Mills,True,Mills|19,1529,6.13685179502915e-05
825,IOWA,MITCHELL,5.0,VALID,27042.0,VALID,11.2,UNRELIABLE,18.5,UNRELIABLE,1,19,Mitchell,True,Mitchell|19,2626,0.0001848975667480216
826,IOWA,MONONA,2.0,VALID,24810.0,VALID,4.8,UNRELIABLE,8.1,UNRELIABLE,1,19,Monona,True,Monona|19,1184,8.061265618702137e-05
827,IOWA,MONROE,2.0,VALID,19802.0,VALID,8.0,UNRELIABLE,10.1,UNRELIABLE,1,19,Monroe,True,Monroe|19,598,0.000100999899000101
828,IOWA,MONTGOMERY,2.0,VALID,28892.0,VALID,6.2,UNRELIABLE,6.9,UNRELIABLE,1,19,Montgomery,True,Montgomery|19,361,6.922331441229406e-05
829,IOWA,MUSCATINE,3.0,VALID,96097.0,VALID,3.0,UNRELIABLE,3.1,UNRELIABLE,1,19,Muscatine,True,Muscatine|19,2482,3.1218456351394944e-05
830,IOWA,O.BRIEN,2.0,VALID,37806.0,VALID,4.9,UNRELIABLE,5.3,UNRELIABLE,1,19,O'Brien,True,O'Brien|19,233,5.2901655821827224e-05
831,IOWA,OSCEOLA,0.0,VALID,18099.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,19,Osceola,True,Osceola|19,120,0.0
832,IOWA,PAGE,1.0,VALID,40686.0,VALID,2.3,UNRELIABLE,2.5,UNRELIABLE,1,19,Page,True,Page|19,2790,2.45784790837143e-05
833,IOWA,PALO.ALTO,2.0,VALID,27051.0,VALID,4.0,UNRELIABLE,7.4,UNRELIABLE,1,19,Palo Alto,True,Palo Alto|19,966,7.393442016930983e-05
834,IOWA,PLYMOUTH,4.0,VALID,57492.0,VALID,6.4,UNRELIABLE,7.0,UNRELIABLE,1,19,Plymouth,True,Plymouth|19,1506,6.957489737702637e-05
835,IOWA,POCAHONTAS,1.0,VALID,24497.0,VALID,1.9,UNRELIABLE,4.1,UNRELIABLE,1,19,Pocahontas,True,Pocahontas|19,1985,4.0821325060211456e-05
836,IOWA,POLK,52.0,VALID,699967.0,VALID,8.1,VALID,7.4,VALID,1,19,Polk,True,Polk|19,1533,7.42892164916346e-05
837,IOWA,POTTAWATTAMIE,12.0,VALID,198787.0,VALID,5.6,UNRELIABLE,6.0,UNRELIABLE,1,19,Pottawattamie,True,Pottawattamie|19,1657,6.036612052095962e-05
838,IOWA,POWESHIEK,1.0,VALID,44738.0,VALID,2.0,UNRELIABLE,2.2,UNRELIABLE,1,19,Poweshiek,True,Poweshiek|19,364,2.2352362644731548e-05
839,IOWA,RINGGOLD,3.0,VALID,13013.0,VALID,8.5,UNRELIABLE,23.1,UNRELIABLE,1,19,Ringgold,True,Ringgold|19,3112,0.0002305386920771536
840,IOWA,SAC,0.0,VALID,30549.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,19,Sac,True,Sac|19,914,0.0
841,IOWA,SCOTT,21.0,VALID,346561.0,VALID,6.5,VALID,6.1,VALID,1,19,Scott,True,Scott|19,2658,6.059539301883363e-05
842,IOWA,SHELBY,5.0,VALID,33239.0,VALID,10.0,UNRELIABLE,15.0,UNRELIABLE,1,19,Shelby,True,Shelby|19,235,0.00015042570474442673
843,IOWA,SIOUX,0.0,VALID,71863.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,19,Sioux,True,Sioux|19,2881,0.0
844,IOWA,STORY,5.0,VALID,178785.0,VALID,3.9,UNRELIABLE,2.8,UNRELIABLE,1,19,Story,True,Story|19,236,2.7966552003803452e-05
845,IOWA,TAMA,3.0,VALID,41361.0,VALID,6.1,UNRELIABLE,7.3,UNRELIABLE,1,19,Tama,True,Tama|19,869,7.253209545223762e-05
846,IOWA,TAYLOR,1.0,VALID,17527.0,VALID,3.3,UNRELIABLE,5.7,UNRELIABLE,1,19,Taylor,True,Taylor|19,1953,5.705482969133337e-05
847,IOWA,UNION,2.0,VALID,30043.0,VALID,4.1,UNRELIABLE,6.7,UNRELIABLE,1,19,Union,True,Union|19,165,6.657124787804147e-05
848,IOWA,VAN.BUREN,2.0,VALID,19332.0,VALID,8.5,UNRELIABLE,10.3,UNRELIABLE,1,19,Van Buren,True,Van Buren|19,2970,0.00010345541071798055
849,IOWA,WAPELLO,7.0,VALID,85902.0,VALID,5.8,UNRELIABLE,8.1,UNRELIABLE,1,19,Wapello,True,Wapello|19,77,8.148820749225862e-05
850,IOWA,WARREN,6.0,VALID,84633.0,VALID,7.8,UNRELIABLE,7.1,UNRELIABLE,1,19,Warren,True,Warren|19,2572,7.089433199815675e-05
851,IOWA,WASHINGTON,2.0,VALID,46745.0,VALID,2.4,UNRELIABLE,4.3,UNRELIABLE,1,19,Washington,True,Washington|19,967,4.278532463365066e-05
852,IOWA,WAYNE,1.0,VALID,17172.0,VALID,2.1,UNRELIABLE,5.8,UNRELIABLE,1,19,Wayne,True,Wayne|19,715,5.8234334963894714e-05
853,IOWA,WEBSTER,5.0,VALID,95741.0,VALID,3.8,UNRELIABLE,5.2,UNRELIABLE,1,19,Webster,True,Webster|19,241,5.222422995372933e-05
854,IOWA,WINNEBAGO,0.0,VALID,29241.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,19,Winnebago,True,Winnebago|19,692,0.0
855,IOWA,WINNESHIEK,3.0,VALID,51106.0,VALID,5.2,UNRELIABLE,5.9,UNRELIABLE,1,19,Winneshiek,True,Winneshiek|19,2140,5.870152232614566e-05
856,IOWA,WOODBURY,9.0,VALID,222981.0,VALID,3.4,UNRELIABLE,4.0,UNRELIABLE,1,19,Woodbury,True,Woodbury|19,1794,4.036218332503666e-05
857,IOWA,WORTH,5.0,VALID,20094.0,VALID,19.7,UNRELIABLE,24.9,UNRELIABLE,1,19,Worth,True,Worth|19,90,0.00024883049666567133
858,IOWA,WRIGHT,2.0,VALID,34809.0,VALID,4.8,UNRELIABLE,5.7,UNRELIABLE,1,19,Wright,True,Wright|19,16,5.745640495274211e-05
859,KANSAS,ALLEN,4.0,VALID,34635.0,VALID,8.5,UNRELIABLE,11.5,UNRELIABLE,1,20,Allen,True,Allen|20,2741,0.00011549011115923199
860,KANSAS,ANDERSON,1.0,VALID,18947.0,VALID,5.0,UNRELIABLE,5.3,UNRELIABLE,1,20,Anderson,True,Anderson|20,1069,5.277880403230063e-05
861,KANSAS,ATCHISON,5.0,VALID,38935.0,VALID,9.5,UNRELIABLE,12.8,UNRELIABLE,1,20,Atchison,True,Atchison|20,2718,0.0001284191601386927
862,KANSAS,BARBER,1.0,VALID,15099.0,VALID,4.1,UNRELIABLE,6.6,UNRELIABLE,1,20,Barber,True,Barber|20,1287,6.622955162593549e-05
863,KANSAS,BARTON,2.0,VALID,73591.0,VALID,2.4,UNRELIABLE,2.7,UNRELIABLE,1,20,Barton,True,Barton|20,827,2.7177236346835892e-05
864,KANSAS,BOURBON,2.0,VALID,34549.0,VALID,5.2,UNRELIABLE,5.8,UNRELIABLE,1,20,Bourbon,True,Bourbon|20,3077,5.788879562360705e-05
865,KANSAS,BROWN,3.0,VALID,24405.0,VALID,5.5,UNRELIABLE,12.3,UNRELIABLE,1,20,Brown,True,Brown|20,2364,0.0001229256299938537
866,KANSAS,BUTLER,8.0,VALID,117950.0,VALID,6.6,UNRELIABLE,6.8,UNRELIABLE,1,20,Butler,True,Butler|20,719,6.782534972445951e-05
867,KANSAS,CHASE,1.0,VALID,7557.0,VALID,8.0,UNRELIABLE,13.2,UNRELIABLE,1,20,Chase,True,Chase|20,644,0.00013232764324467382
868,KANSAS,CHAUTAUQUA,1.0,VALID,10689.0,VALID,3.2,UNRELIABLE,9.4,UNRELIABLE,1,20,Chautauqua,True,Chautauqua|20,625,9.355412105903265e-05
869,KANSAS,CHEROKEE,2.0,VALID,50360.0,VALID,3.6,UNRELIABLE,4.0,UNRELIABLE,1,20,Cherokee,True,Cherokee|20,2639,3.971405877680699e-05
870,KANSAS,CHEYENNE,0.0,VALID,8249.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,20,Cheyenne,True,Cheyenne|20,179,0.0
871,KANSAS,CLARK,0.0,VALID,5877.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,20,Clark,True,Clark|20,28,0.0
872,KANSAS,CLAY,0.0,VALID,22119.0,VALID,0.0,UNRELIABLE,0.0,UNRELIABLE,1,20,Clay,True,Clay|20,167,0.0
873,KANSAS,CLOUD,3.0,VALID,26647.0,VALID,6.0,UNRELIABLE,11.3,UNRELIABLE,1,20,Cloud,True,Cloud|20,336,0.00011258302998461366
874,KANSAS,COFFEY,3.0,VALID,20737.0,VALID,7.7,UNRELIABLE,14.5,UNRELIABLE,1,20,Coffey,True,Coffey|20,677,0.00014466894922119883
875,KANSAS,COMANCHE,1.0,VALID,5752.0,VALID,9.9,UNRELIABLE,17.4,UNRELIABLE,1,20,Comanche,True,Comanche|20,1130,0.00017385257301808066
876,KANSAS,COWLEY,8.0,VALID,83026.0,VALID,7.7,UNRELIABLE,9.6,UNRELIABLE,1,20,Cowley,True,Cowley|20,2782,9.635535856237805e-05
877,KANSAS,CRAWFORD,9.0,VALID,84482.0,VALID,8.3,UNRELIABLE,10.7,UNRELIABLE,1,20,Crawford,True,Crawford|20,1700,0.000106531568854904
878,KANSAS,DECATUR,1.0,VALID,10247.0,VALID,3.9,UNRELIABLE,9.8,UNRELIABLE,1,20,Decatur,True,Decatur|20,2521,9.758953840148337e-05
